EVENT_ID_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,DISORDER_TYPE,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ASSOC_ACTOR_1,INTER1,ACTOR2,ASSOC_ACTOR_2,INTER2,INTERACTION,CIVILIAN_TARGETING,ISO,REGION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,SOURCE_SCALE,NOTES,FATALITIES,TAGS,TAGS_INFRASTRUCTURE
UKR151376,2024-03-07,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kharkiv,Iziumskyi,Borivska,Borova,49.378,37.621,1,Suspilne Media,National,"On 7 March 2024, Russian air forces struck Borova, Kharkiv, damaging a residential building and civilian car. There were no casualties.",0,,Residential
UKR151431,2024-03-07,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Dnipropetrovsk,Nikopolskyi,Nikopolska,Nikopol,47.571,34.396,1,24 Channel; Suspilne Media,National,"On 7 March 2024, Russian drones and artillery struck Nikopol, Dnipropetrovsk, hitting a shopping mall, residential property, an administrative building and outbuildings, powerlines. There were no casualties.",0,,Energy; Residential
UKR151436,2024-03-07,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Donetsk,Pokrovskyi,Ocheretynska,Novoselivka Persha,48.197,37.53,1,Liveuamap,Local partner-New media,"On 7 March 2024, Russian military forces shelled Novoselivka Persha, Donetsk, damaging residential buildings. Casualties unknown.",0,,Residential
UKR151440,2024-03-07,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) 1st Donetsk Army Corps,Civilians (Ukraine),External/Other forces,State forces-External/Other forces,,804,12,Ukraine,Donetsk,Kalmiuskyi,Dokuchaievska,Olenivka,47.83,37.647,1,DPR Armed Forces Press Service,Other,"On 7 March 2024, Ukrainian military forces shelled DPR's forces in Olenivka, Donetsk, hitting residential buildings. A civilian was wounded.",0,,Residential
UKR151458,2024-03-07,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Sumy,Shostkynskyi,Seredyno-Budska,Seredyna-Buda,52.189,34.036,2,Suspilne Media,National,"On 7 March 2024, Russian air forces and artillery struck the Seredyna-Buda community (coded to Yunakivka, Sumy), damaging residential buildings and an outbuilding. Casualties unknown.",0,,Residential
UKR151466,2024-03-07,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Sumy,Sumskyi,Sumska,Sumy,50.922,34.8,1,Suspilne Media; Ukrinform,National,"On 7 March 2024, Russian military forces shelled Sumy, Sumy, damaging residential buildings, water utility, 2 medical facilities and a school. 1 civilian was wounded, 1 killed.",1,,Health; Education; Residential
UKR151475,2024-03-07,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Donetsk,Bakhmutskyi,Toretska,Toretsk,48.393,37.845,1,Novoye Vremya Ukraine,National,"On 7 March 2024, Russian air forces struck Toretsk, Donetsk, hitting residential buildings. 3 civilians were wounded.",0,,Residential
UKR151482,2024-03-07,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kharkiv,Chuhuivskyi,Vovchanska,Vovchansk,50.291,36.941,1,Ministry of Defence of Ukraine; Novoye Vremya Ukraine,Other-National,"On 7 March 2024, Russian air forces and artillery struck Vovchansk, Kharkiv, damaging 12 residential buildings. 1 civilian was killed, 1 wounded.",1,,Residential
UKR151487,2024-03-07,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Sumy,Shostkynskyi,Znob-Novhorodska,Znob-Novhorodske,52.263,33.602,2,Suspilne Media,National,"On 7 March 2024, Russian military forces shelled the Znob-Novhorodske community (coded to Znob-Novhorodske, Sumy), damaging 3 residential buildings. Casualties unknown.",0,,Residential
UKR166439,2024-03-07,2024,1,Political violence,Explosions/Remote violence,Grenade,Unidentified Armed Group (Ukraine),,Political militia,Civilians (Ukraine),,Civilians,Political militia-Civilians,Civilian targeting,804,12,Ukraine,Kyiv,Brovarskyi,Baryshivska,Dernivka,50.365,31.371,1,Telegram; Undisclosed Source,Local partner-Other,"On 7 March 2024, a man died after a F-1 hand grenade detonated at his home in Dernivka, Kyiv. He had found the item upon deoccupation of Kyiv region.",1,,Residential
UKR175589,2024-03-07,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Sumy,Shostkynskyi,Seredyno-Budska,Kamianka,52.097,33.887,1,Ministry of Defence of Ukraine,Other,"On 7 March 2024, Russian forces launched an air strike with 'KAB-500' bombs at Kamianka, Sumy region. As a result of aerial bombardment, 6 private houses were damaged and 2 more private houses were destroyed. No casualties.",0,,Residential
UKR151252,2024-03-06,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Khmelnytskyi,Khmelnytskyi,Khmelnytska,Khmelnytskyi,49.413,26.998,3,Suspilne Media,National,"On 6 March 2024, Russian forces launched a Shahed-131/136 drone strike at Khmelnytskyi region (coded to Khmelnytskyi, Khmelnytskyi region), damaging infrastructure objects and residential houses. Casualties unknown.",0,,Residential
UKR151299,2024-03-06,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Odesa,Odeskyi,Odeska,Odesa,46.464,30.739,3,24 Channel,National,"On 6 March 2024, Russian forces launched Shahed-136 drone strike at Odesa region (coded to Odesa, Odesa region). While 18 drones were shot down over Odesa region, the debris damaged residential houses, a gas pipeline and a recreational facility. Casualties unknown.",0,,Energy; Residential
UKR151332,2024-03-06,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Sumy,Sumskyi,Sumska,Sumy,50.922,34.8,1,24 Channel; Suspilne Media,National,"On 6 March 2024, Russian forces struck Sumy, Sumy region, with 3 Shahed-136 drones, damaging multiple residential houses, an essential infrastructure object and a hospital. 7 civilians were injured.",0,,Health; Residential
UKR151130,2024-03-05,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Military Forces of Ukraine (2019-),State forces,Military Forces of Russia (2000-) 1st Donetsk Army Corps,Civilians (Ukraine),External/Other forces,State forces-External/Other forces,,804,12,Ukraine,Donetsk,Horlivskyi,Horlivska,Horlivka,48.313,38.042,1,DPR Armed Forces Press Service,Other,"On 5 March 2024, Ukrainian Forces launched drone strikes and shelled Russian DPR forces in Horlivka, Donetsk, with 152mm and 155mm artillery, damaging a boiler room and a building and a car of Voda Donbasa water utility company. 1 civilian was injured.",0,,Energy
UKR151173,2024-03-05,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Odesa,Odeskyi,Odeska,Odesa,46.464,30.739,1,24 Channel; RFE/RL; Suspilne Media; Unian,National-International,"On 5 March 2024, Russian Forces launched drone strikes on Odesa, Odesa. The falling debris of the downed drones damaged a private house and a recreational facility causing fire. The fire was put out. No casualties.",0,,Residential
UKR151080,2024-03-04,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Sumy,Shostkynskyi,Seredyno-Budska,Seredyna-Buda,52.189,34.036,1,Ministry of Defence of Ukraine; Ukrinform,Other-National,"On 4 March 2024, Russian forces fired artillery and mortars at Seredyna-Buda, Sumy, damaging an educational institution, a kindergarten and more than 20 apartments in residential buildings. Casualties unknown.",0,,Education; Residential
UKR175575,2024-03-04,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kherson,Khersonskyi,Bilozerska,Kizomys,46.563,32.348,1,Ministry of Defence of Ukraine,Other,"On 4 March 2024, Russian forces carried out drone strikes and shelled Kizomys, Kherson. 1 private house was damaged. Casualties unknown.",0,,Residential
UKR150901,2024-03-03,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,,State forces,,,,State forces only,,804,12,Ukraine,Crimea,Feodosiiskyi,Feodosiiska,Feodosia,45.035,35.38,1,24 Channel,National,"On 3 March 2024, Ukrainian air forces carried out a drone strike at Feodosia, Crimea. An oil refinery was damaged. Casualties unknown.",0,,Energy
UKR150919,2024-03-03,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Donetsk,Pokrovskyi,Kurakhivska,Kurakhove,47.984,37.282,1,24 Channel; Ministry of Defence of Ukraine,Other-National,"On 3 March 2024, Russian forces carried out airstrikes and fired artillery at Kurakhove, Donetsk. 15 apartments were damaged. 16 civilians were injured.",0,,Residential
UKR150930,2024-03-03,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Donetsk,Pokrovskyi,Myrnohradska,Myrnohrad,48.296,37.27,1,24 Channel,National,"On 3 March 2024, Russian forces launched 4 'S-300' missiles at Myrnohrad, Donetsk. 33 private houses, 2 educational establishments were damaged. 3 civilians were injured.",0,,Education; Residential
UKR150958,2024-03-03,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Donetsk,Pokrovskyi,Pokrovska,Pokrovsk,48.281,37.181,1,24 Channel,National,"On 3 March 2024, Russian forces launched an 'Iskander' missile at Pokrovsk, Donetsk. 12 private houses, 2 educational establishments were damaged. 2 civilians were injured.",0,,Education; Residential
UKR150775,2024-03-02,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) 1st Donetsk Army Corps,,External/Other forces,State forces-External/Other forces,,804,12,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Kirovskyi,47.968,37.548,1,DPR Armed Forces Press Service,Other,"On 2 March 2024, Ukrainian forces shelled DPR positions in Donetsk - Kirovskyi. Private houses were damaged. Casualties unknown.",0,,Residential
UKR150785,2024-03-02,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.981,36.253,1,24 Channel,National,"On 2 March 2024, Russian air forces carried out a drone strike at Kharkiv. Private houses were damaged. No casualties.",0,,Residential
UKR150810,2024-03-02,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Dnipropetrovsk,Nikopolskyi,Nikopolska,Nikopol,47.571,34.396,1,Suspilne Media,National,"On 2 March 2024, Russian forces shelled Nikopol, Dnipropetrovsk. 16 private houses were damaged. 2 civilians were injured.",0,,Residential
UKR150817,2024-03-02,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Odesa,Odeskyi,Odeska,Odesa,46.464,30.739,1,24 Channel,National,"On 2 March 2024, Russian air forces carried out a drone strike at Odesa. Private houses were damaged. 12 civilians, including 5 children, were killed and 20 civilians were injured.",12,,Education; Residential
UKR150865,2024-03-02,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kharkiv,Kupianskyi,Velykoburlutska,Velykyi Burluk,50.062,37.384,1,24 Channel,National,"On 2 March 2024, Russian air forces carried out drone strike at Velykyi Burluk, Kharkiv. Private houses were damaged. 1 civilian was killed.",1,,Residential
UKR175567,2024-03-02,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Mykolaiv,Mykolaivskyi,Shevchenkivska,Shevchenkove,46.863,32.191,2,Ministry of Defence of Ukraine,Other,"On 2 March 2024, Russian air forces launched a 'Kh-35' cruise missile at Shevchenkivska territorial community (coded to Shevchenkove, Mykolaiv). As a result of the missile attack, a fire broke out in a warehouse and an agricultural machinery on the territory of the farm. Nearby residential buildings were damaged by the blast wave. The fire was put out. There were no casualties.",0,,Residential
UKR150721,2024-03-01,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Donetsk,Pokrovskyi,Marinska,Kostiantynivka,47.866,37.408,1,Institute for the Study of War; Ministry of Defence of Ukraine; Novoye Vremya Ukraine; Suspilne Media,Other-National,"On 1 March 2024, Russian Forces shelled Kostiantynivka, Donetsk with 4 S-300 missiles, damaging at least 17 civilian objects, including a hospital and kindergartens. No casualties.",0,,Health; Education
